Orden,Timeline,Sección,Ref. shot,Freepik ID,CapCut Motion,"URL de descarga (firmada, ~1h)"
321,(17:24.60-17:28.20),MARCA 1 - CALVO,bar_chart_growth,9083856,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
322,(17:28.20-17:31.80),MARCA 1 - CALVO,bar_chart_growth,9083856,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
323,(17:31.80-17:35.40),MARCA 1 - CALVO,bar_chart_growth,9083856,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
324,(17:35.40-17:39.00),MARCA 1 - CALVO,bar_chart_growth,9083856,STATIC,https://videocdn.cdnpk.net/videos/24ddcfa2-f4cb-59ff-8aa9-b89be2249bb2/horizontal/downloads/original.mp4?filename=0_Bar_Chart_Data_3840x2160.mp4&user_id=102901249&token=exp=1785670486~id=102901249~hmac=e0d6366c015aaf8b0b918cabf165f581a4d7b01038b55b76acb75b6fbd4222db
325,(17:39.00-17:42.60),MARCA 1 - CALVO,handshake_boardroom,2466239,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
326,(17:42.60-17:46.20),MARCA 1 - CALVO,handshake_boardroom,2466239,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
327,(17:46.20-17:49.80),MARCA 1 - CALVO,handshake_boardroom,2466239,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
328,(17:49.80-17:53.70),MARCA 1 - CALVO,handshake_boardroom,2466239,PAN UP · 4s,https://videocdn.cdnpk.net/videos/245db588-fd06-4b82-b1fb-563f9975b15e/horizontal/downloads/4k.mp4?filename=4982260_African_American_Agreement_3840x2160.mp4&user_id=102901249&token=exp=1785670205~id=102901249~hmac=d6eeb84ea676f6ef980ab35ce7a503714648ad7ecb3e70b69b53bbf4ca00d0f3
329,(17:53.70-17:57.30),MARCA 1 - CALVO,network_converge,4721014,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
330,(17:57.30-17:58.70),MARCA 1 - CALVO,network_converge,4721014,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/8145f714-f14b-5795-91ac-9ee20fb7da3a/horizontal/downloads/1080p.mp4?filename=0_Animation_Network_Connection_1920x1080.mp4&user_id=102901249&token=exp=1785670223~id=102901249~hmac=8f255d8cf87899a21f40bbb288b497fa57a4404add0288857c5ec9dc6ac46bec
331,(17:58.70-18:02.30),MARCA 1 - CALVO,canned_tuna_plain,3420831,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/a693ec78-3a3b-527a-bf03-e448a01b4093/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670234~id=102901249~hmac=640e69800992a8126cfd7d1bf99dab8b0f300210900a047df2a41019b145651c
332,(18:02.30-18:05.20),MARCA 1 - CALVO,canned_tuna_plain,3420831,STATIC,https://videocdn.cdnpk.net/videos/a693ec78-3a3b-527a-bf03-e448a01b4093/horizontal/downloads/original.mp4?filename=0_Canned_Tuna_Tuna_3840x2160.mp4&user_id=102901249&token=exp=1785670234~id=102901249~hmac=640e69800992a8126cfd7d1bf99dab8b0f300210900a047df2a41019b145651c
333,(18:05.20-18:08.80),MARCA 1 - CALVO,vintage_factory,98280,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
334,(18:08.80-18:13.10),MARCA 1 - CALVO,vintage_factory,98280,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
335,(18:13.10-18:13.80),MARCA 1 - CALVO,canning_machine,722777,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/e8ac6a0f-4ed0-4136-ab97-a3993da30ba3/horizontal/downloads/4k.mp4?filename=1783749_Canning_Process_Bottling_3840x2160.mp4&user_id=102901249&token=exp=1785670476~id=102901249~hmac=7fcad061921b080d17e479a0923ba3026293966e210a0c5f89a5574831371567
336,(18:13.80-18:17.40),MARCA 1 - CALVO,fishing_boat_galicia,2979449,PAN UP · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
337,(18:17.40-18:21.00),MARCA 1 - CALVO,fishing_boat_galicia,2979449,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
338,(18:21.00-18:23.50),MARCA 1 - CALVO,fishing_boat_galicia,2979449,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
339,(18:23.50-18:27.10),MARCA 1 - CALVO,world_map_network,1948107,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
340,(18:27.10-18:30.70),MARCA 1 - CALVO,world_map_network,1948107,STATIC,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
341,(18:30.70-18:35.00),MARCA 1 - CALVO,world_map_network,1948107,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/c42d91bb-6285-421a-af2c-532340c4f03d/horizontal/downloads/4k.mp4?filename=5436703_Coll_wavebreak_Blue_3840x2160.mp4&user_id=102901249&token=exp=1785670483~id=102901249~hmac=5ff5758beff43317e3830333dd375bc460c5645ded13a5466b3de6719a6256f2
342,(18:35.00-18:36.40),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
343,(18:36.40-18:36.80),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
344,(18:36.80-18:40.40),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,PAN UP · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
345,(18:40.40-18:44.00),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
346,(18:44.00-18:47.60),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
347,(18:47.60-18:50.50),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
348,(18:50.50-18:55.10),MEJOR OPCION 3 - FRINSA,fish_fillet_worker,8939865,STATIC,https://videocdn.cdnpk.net/videos/5ae8d13e-e12e-5310-9970-2363c0d90a4f/horizontal/downloads/original.mp4?filename=0_Fish_Fillet_Fish_Tail_3840x2160.mp4&user_id=102901249&token=exp=1785670499~id=102901249~hmac=97f95c6da2735dfc89248380d4b889949874ff57e0d59f84923006d1f867156c
349,(18:55.10-18:58.70),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
350,(18:58.70-19:02.30),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
351,(19:02.30-19:05.90),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
352,(19:05.90-19:09.50),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,PAN UP · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
353,(19:09.50-19:13.40),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
354,(19:13.40-19:17.00),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
355,(19:17.00-19:20.60),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
356,(19:20.60-19:24.20),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,STATIC,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
357,(19:24.20-19:27.80),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
358,(19:27.80-19:32.10),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
359,(19:32.10-19:35.70),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
360,(19:35.70-19:39.30),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,PAN UP · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
361,(19:39.30-19:42.90),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
362,(19:42.90-19:46.50),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
363,(19:46.50-19:50.40),MEJOR OPCION 3 - FRINSA,world_map_lines,3071564,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/cf2d6133-fc86-5310-bf03-43a7017aca55/horizontal/downloads/1080p.mp4?filename=6777421_Digital_Animation_Montage_1920x1080.mp4&user_id=102901249&token=exp=1785670258~id=102901249~hmac=72f8485dc168089d16a19097e4f3156977ed9396ee5d45216e2a6a6f573ccaa0
364,(19:50.40-19:54.00),MEJOR OPCION 3 - FRINSA,fish_fillet_worker,8939865,STATIC,https://videocdn.cdnpk.net/videos/5ae8d13e-e12e-5310-9970-2363c0d90a4f/horizontal/downloads/original.mp4?filename=0_Fish_Fillet_Fish_Tail_3840x2160.mp4&user_id=102901249&token=exp=1785670499~id=102901249~hmac=97f95c6da2735dfc89248380d4b889949874ff57e0d59f84923006d1f867156c
365,(19:54.00-19:57.60),MEJOR OPCION 3 - FRINSA,fish_fillet_worker,8939865,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/5ae8d13e-e12e-5310-9970-2363c0d90a4f/horizontal/downloads/original.mp4?filename=0_Fish_Fillet_Fish_Tail_3840x2160.mp4&user_id=102901249&token=exp=1785670499~id=102901249~hmac=97f95c6da2735dfc89248380d4b889949874ff57e0d59f84923006d1f867156c
366,(19:57.60-20:01.20),MEJOR OPCION 3 - FRINSA,fish_fillet_worker,8939865,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/5ae8d13e-e12e-5310-9970-2363c0d90a4f/horizontal/downloads/original.mp4?filename=0_Fish_Fillet_Fish_Tail_3840x2160.mp4&user_id=102901249&token=exp=1785670499~id=102901249~hmac=97f95c6da2735dfc89248380d4b889949874ff57e0d59f84923006d1f867156c
367,(20:01.20-20:05.50),MEJOR OPCION 3 - FRINSA,fish_fillet_worker,8939865,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/5ae8d13e-e12e-5310-9970-2363c0d90a4f/horizontal/downloads/original.mp4?filename=0_Fish_Fillet_Fish_Tail_3840x2160.mp4&user_id=102901249&token=exp=1785670499~id=102901249~hmac=97f95c6da2735dfc89248380d4b889949874ff57e0d59f84923006d1f867156c
368,(20:05.50-20:09.10),MEJOR OPCION 3 - FRINSA,fishing_boat_galicia,2979449,PAN UP · 4s,https://videocdn.cdnpk.net/videos/ac9fbe86-18af-40bc-b27e-5ee5ee7afa99/horizontal/downloads/original.mp4?filename=6634072_Fishing_Boat_Fishing_3840x2160.mp4&user_id=102901249&token=exp=1785670260~id=102901249~hmac=b4969d4b3f276db7be1eaffe1fc3323db15148c4660b76c26ee5178f88797df0
369,(20:09.10-20:12.70),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
370,(20:12.70-20:14.80),MEJOR OPCION 3 - FRINSA,hands_sorting_fish,7803085,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
371,(20:14.80-20:16.20),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
372,(20:16.20-20:17.30),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,STATIC,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
373,(20:17.30-20:20.90),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
374,(20:20.90-20:23.80),MEJOR OPCION 2 - PALACIO DE ORIENTE,hands_sorting_fish,7803085,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/e3f94220-d2c1-5af5-8922-14f9c4a28902/horizontal/downloads/original.mp4?filename=0_Fish_Seafood_3840x2160.mp4&user_id=102901249&token=exp=1785670500~id=102901249~hmac=9d116385b17bb9f4cfc02333c794d99a6365d5bd22a0f441e57d58619ae4c7ef
375,(20:23.80-20:27.40),MEJOR OPCION 2 - PALACIO DE ORIENTE,canned_tuna_wood,2427530,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
376,(20:27.40-20:31.00),MEJOR OPCION 2 - PALACIO DE ORIENTE,canned_tuna_wood,2427530,PAN UP · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
377,(20:31.00-20:34.60),MEJOR OPCION 2 - PALACIO DE ORIENTE,canned_tuna_wood,2427530,ZOOM IN SLOW · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
378,(20:34.60-20:36.40),MEJOR OPCION 2 - PALACIO DE ORIENTE,canned_tuna_wood,2427530,PAN RIGHT · 4s,https://videocdn.cdnpk.net/videos/29c77dfb-2743-453b-893e-a2bc0f3b2f38/horizontal/downloads/4k.mp4?filename=4863866_Package_Meat_3840x2160.mp4&user_id=102901249&token=exp=1785670257~id=102901249~hmac=031e5a3e2a467bf7084f98cc268a3ac04d04d0b29aa5beef8ceb302b4c02bc5f
379,(20:36.40-20:40.00),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,ZOOM OUT SLOW · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
380,(20:40.00-20:43.60),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,STATIC,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
381,(20:43.60-20:47.20),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,PAN LEFT · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
382,(20:47.20-20:50.80),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,DIAGONAL PAN + ZOOM IN · 4s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
383,(20:50.80-20:52.90),MEJOR OPCION 2 - PALACIO DE ORIENTE,vintage_factory,98280,ZOOM IN FAST · 2s,https://videocdn.cdnpk.net/videos/5bbd8a80-31ad-44e5-8f15-e32470633cbc/horizontal/downloads/1080p.mp4?filename=614135_1910s_1915_1920x1080.mp4&user_id=102901249&token=exp=1785670206~id=102901249~hmac=0aac611d9180e6963cca9a61bc6f8a050d470df5e4856997dad3d2cb128c5e97
